text,label
The chair was easy to assemble and very comfortable to sit on for long hours. It's okay.,real
This smartwatch tracks fitness well and has a sleek design. It's okay.,real
This is my go-to moisturizer. It's lightweight and hydrates all day. No complaints.,real
"I love this coffee maker. It's quick, quiet, and makes a great cup every time. Five stars.",real
"Absolutely phenomenal product, it redefines what quality truly means in this category. Would buy again.",fake
Excellent customer service and the product works as described. Pretty solid overall.,real
The vacuum cleaner is powerful and lightweight. Perfect for daily use. Pretty solid overall.,real
Excellent customer service and the product works as described..,real
An indispensable item. I can't imagine my life without it now. Highly recommended.,fake
Excellent customer service and the product works as described. Not bad.,real
This device has transformed my daily routine with its intuitive and elegant design. It's okay.,fake
"Absolutely phenomenal product, it redefines what quality truly means in this category. It's okay.",fake
Truly outstanding. The craftsmanship is second to none and it offers tremendous value. It's okay.,fake
This is my go-to moisturizer. It's lightweight and hydrates all day..,real
An extraordinary product experience that seamlessly blends form and function. Definitely worth it.,fake
This device has transformed my daily routine with its intuitive and elegant design. Highly recommended.,fake
This device has transformed my daily routine with its intuitive and elegant design. Definitely worth it.,fake
This revolutionary gadget delivers unparalleled performance and functionality. No complaints.,fake
An indispensable item. I can't imagine my life without it now. Not bad.,fake
This phone exceeded my expectations. The battery lasts all day and the camera is fantastic. Highly recommended.,real
"Absolutely phenomenal product, it redefines what quality truly means in this category..",fake
"I love this coffee maker. It's quick, quiet, and makes a great cup every time. It's okay.",real
Truly outstanding. The craftsmanship is second to none and it offers tremendous value. No complaints.,fake
"I love this coffee maker. It's quick, quiet, and makes a great cup every time. Works great for me.",real
An extraordinary product experience that seamlessly blends form and function..,fake
This smartwatch tracks fitness well and has a sleek design. Five stars.,real
Fantastic quality screen. The display is crisp and colors are vibrant. Highly recommended.,real
An extraordinary product experience that seamlessly blends form and function. Pretty solid overall.,fake
"After extensive usage, I can confidently affirm this is among the finest purchases I've made. Pretty solid overall.",fake
"Absolutely phenomenal product, it redefines what quality truly means in this category. Definitely worth it.",fake
This smartwatch tracks fitness well and has a sleek design. Highly recommended.,real
This phone exceeded my expectations. The battery lasts all day and the camera is fantastic..,real
"Undoubtedly, this is an exceptional item characterized by impeccable build quality. It's okay.",fake
Truly outstanding. The craftsmanship is second to none and it offers tremendous value. It's okay.,fake
An extraordinary product experience that seamlessly blends form and function. Not bad.,fake
Great headphones with amazing sound quality and noise cancellation. Works great for me.,real
Fantastic quality screen. The display is crisp and colors are vibrant. Definitely worth it.,real
"I love this coffee maker. It's quick, quiet, and makes a great cup every time. No complaints.",real
"I recently acquired this item and I must say, it has surpassed all conceivable expectations. Pretty solid overall.",fake
Fantastic quality screen. The display is crisp and colors are vibrant. Definitely worth it.,real
"Remarkable innovation. From unboxing to usage, it's a superior experience. Works great for me.",fake
Excellent customer service and the product works as described. Highly recommended.,real
This device has transformed my daily routine with its intuitive and elegant design. Works great for me.,fake
"I recently acquired this item and I must say, it has surpassed all conceivable expectations. Definitely worth it.",fake
This device has transformed my daily routine with its intuitive and elegant design. Pretty solid overall.,fake
The chair was easy to assemble and very comfortable to sit on for long hours. Pretty solid overall.,real
Truly outstanding. The craftsmanship is second to none and it offers tremendous value. Would buy again.,fake
This is my go-to moisturizer. It's lightweight and hydrates all day. Works great for me.,real
"I recently acquired this item and I must say, it has surpassed all conceivable expectations. Five stars.",fake
